time,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,strain_1,strain_2,strain_3,strain_4,strain_5,damage_type,damage_severity
0.1,-10.095260193971143,-10.097611791178274,-10.090045428128732,0.004191106990902306,0.013853739300435125,0.02240376878759814,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.11,-4.9567296286693825,-4.938386099863547,-4.9507125608115174,-0.0060012285220684015,-0.00204598271797934,-0.005793534115380038,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.12,0.568113258539813,0.5592605070407339,0.5631013839016463,0.02143473469222091,-0.0021059561487213043,-0.017341065499064976,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.13,5.935737461240985,5.9503179570932705,5.937609003391277,-0.008402315587093808,0.0023755735254978455,0.00676207129964684,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.14,10.692463821353206,10.67566412989939,10.68704529394077,-0.017886901060532256,0.010569218624853927,0.011445684433400188,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.15,14.397558400317761,14.383407407682883,14.421335312373053,0.0011845891130227285,-0.0019639431065334645,-0.009672621897124083,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.16,16.6940591469129,16.70364366877724,16.689167978155666,-0.009845001207844966,0.01015839753043353,0.00371762871042431,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.17,17.370991590071206,17.380506831196048,17.36234291407085,0.020135928589369287,-0.00425050007260038,0.006189370650251182,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.18,16.374357586614217,16.35086341573899,16.354283090670656,-0.0025879189593936702,0.019652083702030997,0.011037847711710073,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.19,13.718673981136604,13.74495255277208,13.727052361593794,0.02278906339429341,-0.003884931973560308,0.018784306746057865,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.2,9.77533683986492,9.775546146558916,9.788436380560348,0.03171314418497979,-0.004791265245308522,0.001611464671697936,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.21,4.86550106917163,4.855734189851019,4.850529888499882,0.0003876548309046379,0.007599718779024438,-0.005001560845605121,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.22,-0.532776630681209,-0.5308828580761729,-0.5398828142540125,0.002728852194159563,0.011029337900663965,0.02424080502126725,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.23,-5.8658499537187145,-5.892411804404957,-5.887110514138283,0.02317031274513441,0.01321954848540531,-0.0030811889264049114,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.24,-10.648185365467599,-10.63563245532731,-10.661513000865844,0.039626317205715716,0.026372462150760896,0.026246699817785157,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.25,-14.382202168651824,-14.366924445591698,-14.378821629814844,0.006733699509434664,0.00907437761938723,-0.015164777246893298,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.26,-16.695006968342774,-16.709234925080633,-16.68937138562802,0.008481772242238275,0.021047574241234757,0.026806409345294976,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.27,-17.378841966019074,-17.37589701560821,-17.383829468905727,0.012104866120277363,0.001541063835994604,0.0263867724623503,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.28,-16.360209780276065,-16.36341763920173,-16.344608124043358,0.019276469931469746,0.027993052637197053,0.028738812837949525,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.29,-13.729004789952333,-13.73965450341768,-13.750083270640825,0.016640910509005187,-0.004570131768225419,0.005067637467724813,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.3,-9.779719921823345,-9.772758343704307,-9.788500039512178,0.006135161984788253,0.006710705659348213,0.01134649886626725,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.31,-4.846168298399021,-4.879492941414573,-4.828396871164078,0.00771726178650587,-0.0038679661271674177,0.0016575093179171559,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.32,0.5340044885826263,0.5395839714612606,0.5373039054314435,0.0235493203899721,0.013190856808490064,0.003457760218578545,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.33,5.876463583813944,5.895888109906888,5.8884065082738415,0.006183776154692729,0.02152307017444422,0.0097176194160166,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.34,10.63797060829858,10.643684579962772,10.655005900002338,0.013702147525837228,0.011261866180594167,0.026546326295886914,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.35000000000000003,14.345417129514583,14.37177145337918,14.369219086123362,0.010152017629746839,0.011799607497038487,0.02165125123302701,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.36,16.7147290701061,16.679525700766263,16.69452319503495,0.0200722838638353,0.015704582709967104,-0.006841103045519435,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.37,17.371405195613086,17.35924501506124,17.361582558654096,0.019274044289140157,0.029376272568347118,-0.0023497078298347594,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.38,16.35945893197735,16.350137471079393,16.37074588616663,0.012979024607846596,0.01915417269134604,0.03854080253310851,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.39,13.738240341181381,13.73761561793508,13.73750392838101,0.01671979945370778,0.014625083519000022,0.007582407884052057,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.4,9.763422870817404,9.761965096622435,9.762369712003306,0.002735853413367729,0.03668546265266972,0.022091133048073648,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.41000000000000003,4.8562477291618436,4.8519585913222825,4.841404362401057,0.025507095802331743,0.011640092424191957,0.011484077996876748,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.42,-0.54146758774356,-0.5442349339050049,-0.5425844214449943,0.003501395660580808,0.033513514785769145,0.012389422310662762,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.43,-5.8688441269406,-5.901596478544089,-5.884388146925112,0.02181497811765564,0.011522835237176697,0.02373537845930744,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.44,-10.652849311336908,-10.647535606022657,-10.627130921448103,0.007663486219099497,0.012698111130693315,0.024246703026915485,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.45,-14.372581911574002,-14.386207224492983,-14.368739064562993,0.03526788728443121,0.018410784005583648,0.00266875852446625,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.46,-16.675000554849664,-16.683149495094767,-16.70348544217901,0.024997393376914902,0.022427264551739455,0.040876684570397684,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.47000000000000003,-17.360305508538698,-17.39090667601685,-17.360882282257013,0.036069145400332764,-0.017977277792468774,0.0049225342883573355,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.48,-16.36710595766532,-16.36410413921224,-16.356603021202986,0.010245631766398977,0.0065262038807896335,0.02169894368723444,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.49,-13.744989438412773,-13.7295619452615,-13.733123070920342,0.011757675224163537,0.013809656477936638,0.005376534552698754,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.5,-9.789379940633044,-9.77127996979321,-9.777619521299783,0.01515829927527312,0.011764403198916366,0.0171232263912389,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.51,-4.869358370490678,-4.858621557579503,-4.8537699115196595,0.009805978676433832,0.0009648568166781314,0.02147555399108259,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.52,0.5361124734304921,0.5392896363770181,0.5405662221166371,-0.004435591343129437,0.03122733262830852,0.027588877353722688,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.53,5.882248576334773,5.883708728854138,5.872976654090613,0.016096985779018632,0.021767476990086645,0.006885587871095011,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.54,10.6453992222894,10.641112877090091,10.640328170118734,0.009971666491478747,0.022371507882637497,0.037399268025683385,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.55,14.38656519838535,14.397631795576265,14.377685498630358,0.030214935840849014,0.019542256916373582,0.021909914315913194,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.56,16.68366209512548,16.681532594236444,16.700930529093384,0.007078659353197854,0.027946489520788785,0.011707658207830329,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.5700000000000001,17.395163263953926,17.375314548637075,17.3557606294935,0.025158239586762016,0.03055736928664026,0.03339996495624564,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.58,16.36426712011672,16.370719321277324,16.36791613660865,0.02080117871355493,0.03622926184533083,0.011044987834116584,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.59,13.725642663414474,13.734363361283801,13.714569396466123,0.022000233791818424,0.005594985784966047,0.008418927723881406,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.6,9.781113436140334,9.766429501043357,9.785218585223232,0.02416594274999317,0.020953663452086754,0.02245196613286077,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.61,4.844628018735457,4.848984652937068,4.840458491815294,0.031193704343420628,0.006900730772277843,0.01855535762095362,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.62,-0.55743948351325,-0.5387393318606232,-0.5403305115060593,0.020028699344465058,0.010174899064575168,0.030173964510475586,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.63,-5.883025497550602,-5.877086107428481,-5.865510104559147,0.002491744216775879,0.01886800395457764,0.018029048983545192,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.64,-10.651374455327502,-10.64883607441509,-10.64910293574866,0.01718507765332521,0.014596495274984866,0.027119307659239478,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.65,-14.367464180108081,-14.365417264068542,-14.370479582511154,0.03435892225899367,0.014876644197242841,0.01083156194444991,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.66,-16.699236534702095,-16.68608840314746,-16.68331527498287,0.025514338911118338,0.009484737599768905,0.016461492547807308,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.67,-17.370432156548166,-17.38097802157081,-17.387559752439373,0.0081750581906431,0.010305456370927942,0.04363854011226963,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.68,-16.346826051533775,-16.347634846588672,-16.35227996574612,0.018636965469736717,0.024840281757701574,0.02978196781102044,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.6900000000000001,-13.741034054313353,-13.742420820931834,-13.724076129026644,0.016462596025067132,0.03495707562818069,0.015049513296971455,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.7000000000000001,-9.774376695288785,-9.767036616253474,-9.800964680137767,0.011164186525873856,0.01143783160268523,0.028626094673610488,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.71,-4.856578901926771,-4.844137540878618,-4.861527541809082,0.029274280203283928,0.03730823555820689,0.036388386623232155,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.72,0.5201068438419604,0.5286067121314467,0.5386702356675596,0.03770528783052986,0.011760892603343004,0.029173831985167226,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.73,5.884529830445231,5.897752379613575,5.8833613579350015,0.02186221749566936,0.025946106518777677,0.010371492772379927,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.74,10.635982107050772,10.64875804324034,10.647269524296432,0.028458242594496558,0.012340288175189245,0.02993535324975625,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.75,14.366780982784919,14.370390872127297,14.378945528736534,0.021016058176927248,0.026553600164330157,0.023408867856941552,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.76,16.68916630465057,16.678202523748226,16.68536248689894,0.01855043798965033,0.023741359467219777,0.010602493393942699,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.77,17.359334992484097,17.382511953451434,17.379440729697134,0.03509824912354984,0.018343820142808106,0.012846560935192436,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.78,16.3579490132475,16.360579263864025,16.354342504289473,0.02222251053391418,0.023419563827513118,0.020514984875728767,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.79,13.748451139954545,13.738234935734729,13.729460626320131,0.01499948157305427,0.034446989586088717,0.021511737471274432,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.8,9.776497578686493,9.765973697685569,9.788233587489566,0.02715070973535842,0.03587608101964062,0.0248072691687511,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.81,4.866818346025017,4.860538317494003,4.848438534132794,0.02151236340150074,0.031873536773363256,0.03155023568332231,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.8200000000000001,-0.5366828039409519,-0.5374392171806683,-0.535276829822537,0.035062559497908846,0.025731249494622674,0.02533099783870788,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.8300000000000001,-5.883042829346236,-5.892897849228641,-5.877528417274015,0.02026425548094603,0.025351995088138846,0.022141523200966448,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.84,-10.660514577397038,-10.644687385667766,-10.650675378778054,0.025390807355013305,0.03094163145791377,0.03165817246081843,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.85,-14.37035201803721,-14.353280760379409,-14.369440875296538,0.02330635614034313,0.0206950917380634,0.047059366126559136,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.86,-16.69958397971454,-16.681905018719927,-16.68217121877174,0.03671296365074319,0.036621259753707044,0.0042096156312821445,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.87,-17.364517602965957,-17.371460814184584,-17.3721143229443,0.04041103502584105,0.03064244117367855,0.03629789417061953,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.88,-16.358656629217567,-16.34796301421527,-16.350726741506197,0.0648816480013007,0.02920719195823145,0.045968675577077164,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.89,-13.733534301161209,-13.72380743251718,-13.73903214672091,0.016863410298621595,0.030614677036152508,0.011149469550369388,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.9,-9.781973862747687,-9.768972362143735,-9.778639843150073,0.015343277021633656,0.027931741395449666,0.02767629655494244,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.91,-4.852614744245171,-4.845882133390055,-4.858400512644062,0.02400305776773924,0.02495419280919611,0.022215592985272443,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.92,0.5301082381598445,0.5410643783028488,0.5385947821794036,0.04637972199102256,0.03062581907741438,0.04506952147452947,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.93,5.871703227773076,5.858186570114011,5.863116880148108,0.03199701701240602,0.043912377388135304,0.03525916153113812,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.9400000000000001,10.648706346845243,10.642349802521533,10.65105951974761,0.03054513596970249,0.026408710921940515,0.01990187263003888,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.9500000000000001,14.369987358331516,14.36684021864672,14.381162814215623,0.021006556712719077,0.020471710591299437,0.030816019394122905,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.96,16.69834361238924,16.690294536143018,16.686926162886852,0.021933503482524083,0.03320028327255133,0.03659991947618856,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.97,17.377095862141314,17.38232907709233,17.370377977591495,0.033479607980666085,0.011392124279659188,0.034179548841412215,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.98,16.343654869185656,16.353809430844837,16.36160312002875,0.03175085568423957,0.01596036816656997,0.026186669088020385,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
0.99,13.74612687861268,13.72801342637284,13.740261842373515,0.03578051741002083,0.023610654811169196,0.02402459082085293,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.0,9.773216917581472,9.770135236317417,9.793616300402395,0.028401091446937178,0.01922805090843043,0.055330773957841695,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.01,4.845164567847581,4.8394344810611525,4.8403987912996,0.05053408030716239,0.025308685441457306,0.042132201000528086,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.02,-0.5376821074714576,-0.5573105534779246,-0.5256243934484462,0.02064821236755792,0.03437528907211858,0.03288971031411125,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.03,-5.858462031498563,-5.892552529570946,-5.881000283379416,0.03753020588370918,0.03021165832962884,0.029671764087435562,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.04,-10.640529165299979,-10.650114598045327,-10.641449757053104,0.018631463653198586,0.026699533072677344,0.03783929267569909,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.05,-14.391524505499207,-14.368424334286233,-14.365827618657063,0.03916820728187265,0.033105672006997974,0.03400263785780441,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.06,-16.694058208344224,-16.69558505546387,-16.67741853414685,0.03293164569216764,0.03572472083350019,0.024490405488918614,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
1.07,-17.37122739574324,-17.37346369593704,-17.376221234748968,0.03334441281878785,0.014960147610740725,0.03189067187644088,9.939866643788958e-06,1.1472771716815417e-05,1.226378990793314e-05,1.1594022093039713e-05,9.982900625807044e-06,simulated,0.4394613330990888
